vectorizer_type,stopwords_option,stopwords_count,n_estimators,max_depth,accuracy,mcc,train_time,config_str
bow,custom,50,200,10,0.7259174311926605,0.4521889778308799,3.311403512954712,bow_custom_50_n200_d10
bow,custom,50,50,20,0.7259174311926605,0.45340308719199257,2.610711097717285,bow_custom_50_n50_d20
tfidf,english,0,50,30,0.7259174311926605,0.46242041077722046,3.9803905487060547,tfidf_english_n50_d30
bow,,0,50,20,0.7247706422018348,0.45059394181077755,3.3670125007629395,bow_None_n50_d20
tfidf,english,0,200,30,0.7247706422018348,0.4568694773897825,12.555936813354492,tfidf_english_n200_d30
bow,custom,50,50,30,0.7247706422018348,0.4508150869567028,4.750589847564697,bow_custom_50_n50_d30
bow,custom,50,100,10,0.7247706422018348,0.4498304005547837,1.9910151958465576,bow_custom_50_n100_d10
tfidf,custom,50,200,20,0.7247706422018348,0.4492423459983312,6.95786714553833,tfidf_custom_50_n200_d20
tfidf,custom,50,200,30,0.7236238532110092,0.44747523025508595,12.630045890808105,tfidf_custom_50_n200_d30
tfidf,custom,50,100,30,0.7236238532110092,0.44747523025508595,6.389295339584351,tfidf_custom_50_n100_d30
bow,custom,50,100,20,0.7224770642201835,0.44476861082267727,4.779242277145386,bow_custom_50_n100_d20
tfidf,,0,200,10,0.7224770642201835,0.44735202100815774,3.794011354446411,tfidf_None_n200_d10
tfidf,english,0,200,20,0.7213302752293578,0.4473199892045792,6.857965707778931,tfidf_english_n200_d20
tfidf,custom,100,200,20,0.7190366972477065,0.45417738404960256,6.600071668624878,tfidf_custom_100_n200_d20
tfidf,,0,50,30,0.7178899082568807,0.43638889961819416,4.682894945144653,tfidf_None_n50_d30
bow,custom,100,200,20,0.7178899082568807,0.4385964501674652,7.761669158935547,bow_custom_100_n200_d20
tfidf,custom,100,200,30,0.7155963302752294,0.4332646316081363,11.337078332901001,tfidf_custom_100_n200_d30
tfidf,english,0,100,30,0.7155963302752294,0.4399184229389957,6.901842355728149,tfidf_english_n100_d30
tfidf,custom,50,200,10,0.7144495412844036,0.4287515920833717,3.0033371448516846,tfidf_custom_50_n200_d10
tfidf,english,0,50,20,0.7144495412844036,0.4441863677240582,2.342297315597534,tfidf_english_n50_d20
tfidf,english,0,100,20,0.7144495412844036,0.4400411786704431,3.8394172191619873,tfidf_english_n100_d20
tfidf,,0,100,10,0.7144495412844036,0.43510478384635387,2.1686599254608154,tfidf_None_n100_d10
bow,custom,100,200,30,0.713302752293578,0.42906568300687287,14.643080949783325,bow_custom_100_n200_d30
tfidf,custom,50,100,10,0.713302752293578,0.4282260819092192,1.7185909748077393,tfidf_custom_50_n100_d10
tfidf,custom,50,100,20,0.7121559633027523,0.42464368465116836,3.583634614944458,tfidf_custom_50_n100_d20
bow,custom,100,50,30,0.7098623853211009,0.42177294044566604,4.0522942543029785,bow_custom_100_n50_d30
tfidf,english,0,200,10,0.7087155963302753,0.4223927219429891,3.2714877128601074,tfidf_english_n200_d10
tfidf,custom,50,50,10,0.7087155963302753,0.41935012222531753,1.0634620189666748,tfidf_custom_50_n50_d10
bow,custom,200,200,20,0.7087155963302753,0.42712009887196123,7.055360555648804,bow_custom_200_n200_d20
tfidf,custom,100,200,10,0.7064220183486238,0.41535531595829955,3.1698074340820312,tfidf_custom_100_n200_d10
tfidf,,0,50,10,0.7064220183486238,0.4151602269848413,1.3887460231781006,tfidf_None_n50_d10
tfidf,custom,200,100,30,0.7064220183486238,0.4228243049686542,5.303342342376709,tfidf_custom_200_n100_d30
bow,custom,100,100,20,0.7041284403669725,0.41195234774592204,4.238313436508179,bow_custom_100_n100_d20
bow,custom,200,200,30,0.7041284403669725,0.41762563761427923,13.289734601974487,bow_custom_200_n200_d30
tfidf,english,0,100,10,0.7029816513761468,0.4145536610035053,2.046847343444824,tfidf_english_n100_d10
bow,custom,100,200,10,0.7018348623853211,0.4048949784523753,3.3044660091400146,bow_custom_100_n200_d10
tfidf,custom,50,50,20,0.7018348623853211,0.4052462881165885,2.0069220066070557,tfidf_custom_50_n50_d20
tfidf,custom,100,100,20,0.6995412844036697,0.4026180153679353,3.383063316345215,tfidf_custom_100_n100_d20
bow,english,0,50,30,0.698394495412844,0.4006896528452779,4.704206705093384,bow_english_n50_d30
bow,custom,50,50,10,0.698394495412844,0.39965634933139016,1.274775743484497,bow_custom_50_n50_d10
bow,custom,100,100,30,0.698394495412844,0.39877220841270955,7.785678148269653,bow_custom_100_n100_d30
tfidf,custom,200,200,30,0.6972477064220184,0.40178195701224967,10.124018669128418,tfidf_custom_200_n200_d30
bow,custom,200,100,10,0.6972477064220184,0.41550231916679237,1.6767578125,bow_custom_200_n100_d10
bow,custom,200,100,30,0.6972477064220184,0.4029675198979455,6.6363747119903564,bow_custom_200_n100_d30
bow,custom,200,200,10,0.6961009174311926,0.40446115603661315,3.0160324573516846,bow_custom_200_n200_d10
tfidf,custom,200,200,20,0.6926605504587156,0.3934849077069101,5.847823619842529,tfidf_custom_200_n200_d20
bow,custom,200,100,20,0.6926605504587156,0.39388948447007416,3.701735019683838,bow_custom_200_n100_d20
bow,custom,100,100,10,0.6892201834862385,0.38149351840847007,1.9431202411651611,bow_custom_100_n100_d10
bow,custom,200,50,30,0.6892201834862385,0.3960790905938005,3.638765573501587,bow_custom_200_n50_d30
tfidf,custom,200,200,10,0.6880733944954128,0.38941775792551897,2.6014864444732666,tfidf_custom_200_n200_d10
tfidf,custom,100,50,30,0.6869266055045872,0.37934038198060327,3.007873773574829,tfidf_custom_100_n50_d30
tfidf,custom,100,100,30,0.6857798165137615,0.372801071135166,5.912586450576782,tfidf_custom_100_n100_d30
tfidf,custom,100,50,20,0.6834862385321101,0.37343617493177383,1.8952901363372803,tfidf_custom_100_n50_d20
tfidf,custom,100,100,10,0.6823394495412844,0.3709033044685925,1.8031117916107178,tfidf_custom_100_n100_d10
bow,custom,100,50,20,0.6788990825688074,0.36186365042188445,2.3270885944366455,bow_custom_100_n50_d20
tfidf,custom,200,100,20,0.676605504587156,0.36262080255307627,2.9890899658203125,tfidf_custom_200_n100_d20
bow,custom,200,50,20,0.676605504587156,0.36391886144622587,2.1366870403289795,bow_custom_200_n50_d20
tfidf,custom,200,50,30,0.6743119266055045,0.35868342962925454,2.9921445846557617,tfidf_custom_200_n50_d30
tfidf,custom,200,100,10,0.6731651376146789,0.3587950314502229,1.566664695739746,tfidf_custom_200_n100_d10
bow,english,0,50,10,0.6720183486238532,0.35475925730908986,1.3083007335662842,bow_english_n50_d10
bow,custom,100,50,10,0.6708715596330275,0.3575742297216084,1.0655131340026855,bow_custom_100_n50_d10
tfidf,english,0,50,10,0.6697247706422018,0.34995269931695927,1.187865972518921,tfidf_english_n50_d10
tfidf,custom,100,50,10,0.6662844036697247,0.3452417939911692,1.0279386043548584,tfidf_custom_100_n50_d10
tfidf,custom,200,50,20,0.6651376146788991,0.3509518974562313,1.952409029006958,tfidf_custom_200_n50_d20
bow,custom,200,50,10,0.6490825688073395,0.3310636121626911,1.0373504161834717,bow_custom_200_n50_d10
tfidf,custom,200,50,10,0.6479357798165137,0.3169004203103339,1.0442323684692383,tfidf_custom_200_n50_d10
