feature,importance
tolerable,4.4713221356811336e-05
reduced,4.470778134078032e-05
traditions,4.469936148758471e-05
building,4.469768138136142e-05
dose,4.4695166199974625e-05
relevant,4.4688146866724684e-05
committed,4.467882533471343e-05
showcase,4.467665044809156e-05
schmucks,4.467244036897194e-05
expects,4.4658060574972926e-05
tensions,4.465729038509967e-05
eager,4.465244728980129e-05
california,4.465080277167543e-05
cobbled,4.463361193625374e-05
audacious,4.46074305234506e-05
values,4.458814758742452e-05
drain,4.454269734312883e-05
grieving,4.452312237145051e-05
lesson,4.452253168712616e-05
amnesiac,4.451347964824608e-05
ineptly,4.450582129557285e-05
furiously,4.4496482516437385e-05
villains,4.445842438687292e-05
addition,4.445615247608736e-05
baked,4.443922269642734e-05
basic,4.4420750887264915e-05
censure,4.438729372581697e-05
happened,4.438724468457601e-05
comatose,4.4383667115392176e-05
avoids,4.437503992084409e-05
dearth,4.437423767501584e-05
frills,4.435976521598762e-05
chris,4.435847237854522e-05
superficially,4.435580968986623e-05
sleaze,4.435389880961117e-05
existential,4.434465065202352e-05
carry,4.433785996545799e-05
agent,4.432546315238739e-05
debts,4.43123318078983e-05
contradicts,4.4299686338214266e-05
question,4.427898985601747e-05
crawl,4.427687555409129e-05
bash,4.425063370114062e-05
grinning,4.424081039522842e-05
dozen,4.423538013756359e-05
undermining,4.4215105207710805e-05
ended,4.418768862687474e-05
adultery,4.4182501703960804e-05
obstacles,4.41737151343443e-05
garish,4.4170482347297255e-05
admirably,4.416344664970897e-05
dollars,4.410391818184154e-05
balance,4.408802041924748e-05
cherish,4.407958184315501e-05
vincent,4.406444713721404e-05
masochistic,4.40565294711532e-05
craziness,4.404073286122956e-05
actual,4.403162496255669e-05
contemptible,4.4027842898729096e-05
legend,4.402689487514058e-05
bone,4.4020746848445476e-05
legally,4.397493413863027e-05
lip,4.395959997580455e-05
peppered,4.395953701914224e-05
bias,4.395371748835024e-05
population,4.3942546398384756e-05
uncharismatically,4.393279860284133e-05
unusual,4.3924646063546616e-05
wicked,4.3916314349545984e-05
degrading,4.390967793632033e-05
subculture,4.388404316551872e-05
warn,4.388138862826634e-05
weep,4.387281235865363e-05
diversity,4.386676051282417e-05
fabulous,4.385056457873975e-05
smoky,4.3816119881513254e-05
expose,4.381393152663845e-05
menacing,4.380870814409637e-05
justify,4.3808056248883865e-05
lifetime,4.3807931478421396e-05
triangle,4.380534478156572e-05
saucy,4.378619870005374e-05
pertinent,4.37830428096913e-05
bouncy,4.378060299418506e-05
obscenity,4.377615601396187e-05
changing,4.370603100396526e-05
slovenly,4.369753352138115e-05
destructive,4.368380527410414e-05
requisite,4.3682527201935834e-05
scariest,4.367555561683119e-05
yearning,4.3651724017292625e-05
detention,4.364449201120957e-05
crucial,4.364128038820978e-05
encumbers,4.361949450903208e-05
treading,4.3615681085857236e-05
insurance,4.361119395569409e-05
freely,4.359486767222886e-05
refreshed,4.3589372078077976e-05
numbness,4.357362226350357e-05
slob,4.3571576484436285e-05
processed,4.3569401918953396e-05
awarded,4.356442346837793e-05
brains,4.3561217310196535e-05
hypnotic,4.35361314511016e-05
sexual,4.3533047487354616e-05
christian,4.352815971258798e-05
molehill,4.350386139362537e-05
dated,4.3502364594778906e-05
japan,4.349917972220903e-05
innovative,4.349614469833989e-05
artless,4.3483644926991176e-05
punk,4.346187961743872e-05
extremes,4.3453693037666465e-05
appeals,4.344605672137695e-05
reefs,4.3431690721301036e-05
annals,4.337963663848938e-05
forcing,4.336893890708624e-05
withered,4.3367367152739594e-05
pull,4.334889601722902e-05
grave,4.334105783497238e-05
pessimistic,4.332356085566857e-05
clue,4.331441015440835e-05
snail,4.331096816992022e-05
raindrop,4.328187691719577e-05
evident,4.3230138397452066e-05
clown,4.322833945255225e-05
implodes,4.321413455897392e-05
rehearsed,4.320072274560303e-05
harrowing,4.3189640630454897e-05
scenario,4.317678464066938e-05
sugar,4.315353268618838e-05
dizzy,4.3151561123887915e-05
grotesquely,4.314665577216492e-05
eviction,4.313450894694232e-05
gunfight,4.3118771747518e-05
armchair,4.309428409818853e-05
wheezy,4.308590125019079e-05
abused,4.30671068593575e-05
indeed,4.305487840947115e-05
pummel,4.305465914600727e-05
ears,4.304541359479218e-05
narcotized,4.304241425561265e-05
phones,4.3035305601550796e-05
elegance,4.303250097267218e-05
schizo,4.3023841773862885e-05
transparently,4.301742643245665e-05
boilerplate,4.301389416252783e-05
volume,4.2990634389481397e-05
sensation,4.297612497191859e-05
friday,4.297303001778461e-05
conceits,4.295437719981212e-05
captivated,4.29360220790016e-05
accents,4.2920749389784536e-05
efforts,4.29181732486003e-05
flow,4.2914266970641824e-05
rumblings,4.291075104561328e-05
impish,4.290442825534981e-05
emaciated,4.289834949172265e-05
curiosity,4.288095335330505e-05
tendentious,4.285710958112934e-05
provocations,4.284413458728414e-05
dismissive,4.2839182898378715e-05
showtime,4.283631502142405e-05
wayward,4.282397477348246e-05
unturned,4.281388219995143e-05
ready,4.280593170445272e-05
episodes,4.279867370964095e-05
schaeffer,4.279430358115579e-05
academy,4.279168321732196e-05
quaint,4.277568907805087e-05
melancholic,4.277539860517232e-05
okay,4.276943905423304e-05
parable,4.274964876825285e-05
distance,4.2744388161710506e-05
craven,4.273679502724412e-05
thousand,4.273319272724107e-05
derailed,4.2728828339573916e-05
heated,4.271412896954107e-05
flails,4.271229843160406e-05
unexplainable,4.2686870905497984e-05
jealousy,4.2682359074977165e-05
aspires,4.266480698177857e-05
deprecating,4.266107006130106e-05
befallen,4.261713118721303e-05
cringing,4.259122096172132e-05
irrelevancy,4.259117689512852e-05
sought,4.25825680313066e-05
infrequently,4.256961229614988e-05
banter,4.25643790908639e-05
finished,4.2555664543312856e-05
pulling,4.254556453247135e-05
sack,4.250910741341513e-05
builds,4.2476520847010965e-05
unslick,4.2468539449054566e-05
sermonize,4.244124170160883e-05
overripe,4.24313884127404e-05
wilde,4.242847587424465e-05
vulgarities,4.241519031526506e-05
deepest,4.2397796285947716e-05
deja,4.239549378533226e-05
distaste,4.237912245861821e-05
shake,4.23657948050818e-05
unforgivingly,4.2360866206664475e-05
outshined,4.2353579488576644e-05
disconnection,4.2350026177366745e-05
james,4.2338154429161956e-05
topple,4.2328153114675485e-05
delivered,4.2326873285520504e-05
unadorned,4.232397723923321e-05
earlier,4.230800008996617e-05
resolutions,4.227921893766093e-05
courageous,4.226865786032881e-05
current,4.225721466931672e-05
italicized,4.225211834404244e-05
center,4.22255977855807e-05
dorkier,4.221233414205697e-05
losses,4.2208614871638014e-05
fiend,4.2203239453656775e-05
payoff,4.2184718006964615e-05
reliable,4.217608168968822e-05
reassuring,4.21627449930088e-05
artsy,4.214451260258508e-05
triviality,4.209386225716875e-05
disturb,4.2081163840171416e-05
outlandish,4.2075636848951625e-05
schticky,4.207534103417649e-05
virtues,4.207063195970526e-05
inventiveness,4.206305492366823e-05
showdown,4.20497223274689e-05
freshly,4.2047874484329336e-05
positively,4.203643299943028e-05
path,4.203441676727874e-05
tried,4.203432531042395e-05
lucy,4.2029532602368445e-05
squirming,4.202244966466651e-05
letting,4.194940153621123e-05
weasels,4.194522880701756e-05
slam,4.1931751214147097e-05
macaroni,4.1909495094065965e-05
matters,4.187913635074203e-05
distractions,4.1860895959166744e-05
hughes,4.184646714058594e-05
cellophane,4.18311217479907e-05
fuddled,4.1817952590546906e-05
honesty,4.180133876151105e-05
sword,4.178760380755151e-05
winds,4.178336396677882e-05
exceeds,4.177935126636126e-05
petty,4.1778449155981416e-05
calls,4.17710084486505e-05
humanistic,4.176809686269288e-05
tempting,4.1767857651783775e-05
bestial,4.175518801370891e-05
unambitious,4.1737510505312316e-05
awards,4.172682716896818e-05
addict,4.172234474435743e-05
intrusive,4.1677580520674454e-05
vu,4.166856863777701e-05
calamity,4.166241501445371e-05
defeated,4.164811176450671e-05
obsessed,4.1645819502223546e-05
assassin,4.16451813745097e-05
torn,4.1638520774011625e-05
fits,4.162066630316755e-05
kicks,4.160090115206919e-05
inflammatory,4.15900414557354e-05
derisions,4.1588738159916095e-05
vacuous,4.158024624814026e-05
drawing,4.1576525306370244e-05
slippery,4.1574808263051356e-05
orgy,4.156278751235891e-05
talkiness,4.154742277336416e-05
unreligious,4.152063274626014e-05
overstating,4.15097451075213e-05
reliance,4.150775872112927e-05
scorcher,4.150604089461764e-05
required,4.1500518926715935e-05
kick,4.14996937085076e-05
luster,4.148933130578638e-05
category,4.148598224937113e-05
uncinematic,4.14856954750957e-05
traditional,4.14805384263713e-05
misplaced,4.144572484004995e-05
laid,4.14260906503537e-05
surrealist,4.140900129703926e-05
gag,4.139548652630376e-05
cheered,4.138655151836355e-05
gimmick,4.136046680086272e-05
dullness,4.1343749429685146e-05
overstays,4.133627352796589e-05
triteness,4.132692201473968e-05
compassion,4.131512084956026e-05
hampered,4.1307454880792284e-05
gear,4.1284644367275066e-05
cheatfully,4.12757808999117e-05
area,4.127388032311296e-05
scandal,4.126006425578418e-05
engaged,4.1228010013176614e-05
jackie,4.122649652239158e-05
fiennes,4.121434090625693e-05
puzzle,4.121153578760107e-05
heartwarmingly,4.120622221482118e-05
task,4.1193250926569294e-05
seattle,4.117206209539501e-05
musty,4.113954971724037e-05
hoary,4.11359046822967e-05
filter,4.112627315177271e-05
onscreen,4.1124446321139824e-05
opens,4.111082111055511e-05
sitcomishly,4.105695772963795e-05
altogether,4.105172526689123e-05
count,4.103790534448515e-05
mick,4.1032097587182526e-05
shining,4.102619275751613e-05
space,4.101934057492326e-05
intent,4.101443594897488e-05
embracing,4.101207190758351e-05
nomination,4.100952148358508e-05
complaining,4.098352344562107e-05
blah,4.094249171334361e-05
naturalistic,4.0941098478122466e-05
conspicuous,4.093595820883458e-05
heartache,4.09343608894145e-05
cop,4.093075127863471e-05
bar,4.092961748075288e-05
uncomfortably,4.0895715533002045e-05
goldbacher,4.089021406676397e-05
injects,4.0884244378835876e-05
underconfident,4.088158642417278e-05
witherspoon,4.08761689619201e-05
slim,4.086200683318042e-05
bratty,4.0848244531573144e-05
generation,4.0831764837019906e-05
beacon,4.0828896167466654e-05
spoof,4.082268100334062e-05
hugely,4.0814981818098806e-05
struggles,4.078237117485478e-05
flirts,4.0781259836179016e-05
monotony,4.077246201647274e-05
steals,4.0761723093648575e-05
doomed,4.076149011288422e-05
irritatingly,4.0757338547644376e-05
denouement,4.075723996121325e-05
dumped,4.075705306544137e-05
coal,4.069317847307826e-05
desert,4.069048110948174e-05
adolescent,4.068936567849215e-05
unsuccessfully,4.068640959595823e-05
haunted,4.06809713983604e-05
unexceptional,4.067887632653339e-05
outtakes,4.0669229252268326e-05
trend,4.0668251421584016e-05
treachery,4.0646185831758297e-05
pianist,4.064199374233441e-05
stabs,4.0638040203608075e-05
suicidal,4.063450937152489e-05
luck,4.061009610455102e-05
disoriented,4.0586061149094374e-05
pissed,4.0581892110938185e-05
slash,4.0577683043167106e-05
induces,4.057480553128648e-05
blackout,4.054698057733298e-05
consciousness,4.053024939556026e-05
infuses,4.053001018845967e-05
natter,4.052218177349119e-05
lesser,4.051814304281711e-05
famous,4.051490708800997e-05
moratorium,4.051363569309665e-05
disagreeable,4.051056000703347e-05
ten,4.0508582905664396e-05
pbs,4.050419867602622e-05
rhapsodic,4.050126622638682e-05
atrociously,4.050033821748251e-05
staggers,4.049349274719692e-05
moan,4.0478774036621556e-05
ours,4.0478631351892764e-05
german,4.047091562207643e-05
fragile,4.046814050187432e-05
sica,4.04544358432419e-05
skimpy,4.0454256841285845e-05
pinnacle,4.045393024608133e-05
lump,4.044989465497518e-05
convolution,4.0442195103520826e-05
repulse,4.043571483395125e-05
underrehearsed,4.043413850150239e-05
knowing,4.0424192319258695e-05
preciousness,4.04201362772363e-05
traffic,4.0414105434579954e-05
remote,4.037224786590486e-05
birot,4.037219855940783e-05
obsessive,4.0355193907911384e-05
hungry,4.034498583252372e-05
submarine,4.0323270249903205e-05
added,4.030586822771614e-05
imaginable,4.0291887704388144e-05
invigorating,4.028883645885816e-05
em,4.028506015395724e-05
peak,4.027328504981915e-05
claptrap,4.0256176704476215e-05
artful,4.025234324528221e-05
energizes,4.0250688531676724e-05
unless,4.024717238655389e-05
ravishing,4.024132406737004e-05
shaped,4.022726775562277e-05
exploit,4.0204970416336694e-05
onto,4.0204239942888376e-05
similarly,4.0201283087459666e-05
features,4.019853309610527e-05
gnashing,4.0188476590816625e-05
harry,4.016928153106392e-05
strongest,4.01689192147775e-05
deserving,4.0154034328509506e-05
shoestring,4.015180855125229e-05
staged,4.01450351772202e-05
compassionate,4.0136160026757616e-05
satirical,4.0127973180669125e-05
fantasies,4.0124763224569235e-05
losin,4.008788855535593e-05
placid,4.008738986948702e-05
intentions,4.008230937331494e-05
dismal,4.0081651993605126e-05
reaches,4.0078574670037934e-05
bumper,4.0068278932627175e-05
sleeper,4.006178041932925e-05
puff,4.0055493216778456e-05
beguiling,4.004578223350364e-05
lies,4.0018599937612835e-05
xerox,4.0002882511889535e-05
legal,3.9988423631700795e-05
impudent,3.9986587908222694e-05
lucky,3.9960939228806576e-05
humming,3.9954454306574074e-05
sorority,3.993666173649829e-05
experimental,3.9932152496893704e-05
understatement,3.992586341671799e-05
restate,3.9911574806708854e-05
characteristically,3.989870506351441e-05
eventual,3.987055801953631e-05
substitute,3.985757163389284e-05
smutty,3.985687474282495e-05
bind,3.984246564589885e-05
rise,3.984022161734905e-05
century,3.9833090187308e-05
sacrificing,3.9817279833298686e-05
bags,3.980623292946991e-05
somebody,3.980521299871397e-05
doses,3.980345720640633e-05
lopez,3.980078308239672e-05
phlegmatic,3.9774457358872145e-05
perform,3.9759516447522914e-05
chronically,3.971839913713948e-05
heroine,3.971268898559028e-05
laughably,3.9707975696070485e-05
inauspicious,3.9707221463327783e-05
soaked,3.9694411967068e-05
mcgrath,3.9690384120592967e-05
sway,3.968843956640107e-05
flatula,3.968662212008042e-05
irreparably,3.968316412082798e-05
gaping,3.9634591039302136e-05
bopper,3.963320732466582e-05
savor,3.961408232124918e-05
safe,3.9608864009806013e-05
uselessly,3.959434886354721e-05
videotape,3.957445044172782e-05
meets,3.957057505392524e-05
roiling,3.95414346000973e-05
tabloid,3.953910160523134e-05
degenerates,3.952889282615026e-05
persuasive,3.949405268477067e-05
eventually,3.947073854740653e-05
fix,3.946542724356868e-05
extended,3.945289438327413e-05
wearing,3.944112920587425e-05
pedestrian,3.943411034400625e-05
deathly,3.942843473893862e-05
wishy,3.942458742526256e-05
clock,3.942227787493556e-05
fuzziness,3.9415015704918534e-05
concocted,3.939421805233249e-05
tardier,3.93915573694593e-05
closer,3.9386869317348614e-05
exasperatingly,3.938364442624868e-05
topic,3.9370085706031794e-05
topical,3.9360331765526214e-05
sprightly,3.9351724575728976e-05
auteuil,3.93492843755494e-05
pig,3.9328352958928415e-05
scorn,3.9271938361283916e-05
search,3.9265944176881425e-05
badder,3.925863402854886e-05
boobs,3.9246250270610906e-05
caper,3.922314572171554e-05
frightful,3.921830897149241e-05
creating,3.9202735472022966e-05
delectable,3.919917467352631e-05
electrocute,3.9191527287300755e-05
reasonably,3.9176979358128664e-05
nowheresville,3.9140925527772546e-05
characterization,3.9117319226545803e-05
suffocate,3.9113418743877026e-05
gave,3.911067023638934e-05
mocking,3.910938804965547e-05
messing,3.907535618048131e-05
clunker,3.907496904524561e-05
whatsoever,3.903432033545034e-05
manifesto,3.902554632845417e-05
apartheid,3.8995300998918344e-05
normally,3.898570819887304e-05
whodunit,3.895905247473078e-05
escapism,3.89372189565391e-05
precocious,3.893551233447336e-05
swinging,3.893052555488398e-05
storyteller,3.892665773728698e-05
herzog,3.892109576294179e-05
secrets,3.891560724793915e-05
sickeningly,3.889850967982622e-05
sublime,3.8880250854486455e-05
reckless,3.8844438156589356e-05
dates,3.882194087600173e-05
unknowable,3.881411446298041e-05
saddam,3.8805875378977535e-05
flinching,3.880347562983653e-05
blandly,3.879147884616098e-05
consistent,3.878389140158063e-05
obscured,3.87673839511099e-05
darling,3.8741205381913686e-05
shrek,3.872699587199505e-05
blow,3.8712167763234414e-05
moviemaking,3.871108382540862e-05
revelations,3.869662196963273e-05
adds,3.868649273571101e-05
dawson,3.867290228932721e-05
lethargically,3.8665721318335374e-05
copycat,3.863596876979243e-05
classify,3.862868779642801e-05
pleasantly,3.862670952622509e-05
etc,3.8606701305087336e-05
lowered,3.858829693454498e-05
protagonists,3.858792202653183e-05
constricted,3.857338718706553e-05
circumstances,3.8572748600998664e-05
nevertheless,3.8562216976514244e-05
spell,3.856188188352879e-05
fearlessness,3.856065614499126e-05
properly,3.854455776655315e-05
disgusted,3.853188250032614e-05
deviant,3.8528213157557836e-05
critics,3.850436289070696e-05
springs,3.8503982308127235e-05
pomposity,3.848539178441268e-05
fireballs,3.848091249093317e-05
kevin,3.847757283559127e-05
fanboy,3.8471343759229156e-05
wondering,3.8450344599378525e-05
advised,3.844740680768855e-05
wishing,3.8444097351917346e-05
sorrowfully,3.843210081809182e-05
wood,3.8429211790712064e-05
stays,3.841301853929633e-05
succeeded,3.8411484399023804e-05
formal,3.8410563444184294e-05
forgive,3.840825466548876e-05
upon,3.840787078470383e-05
neglects,3.840749174844753e-05
sinister,3.840404977046243e-05
harshness,3.8402924440552085e-05
beach,3.840227821086095e-05
turbulent,3.83983889694462e-05
recommended,3.839568507852845e-05
prostitute,3.839379829510189e-05
glumly,3.8393246841494005e-05
disreputable,3.838343815099753e-05
duration,3.837208885029222e-05
happily,3.8370539616021524e-05
counterculture,3.83677043144385e-05
trudge,3.835614656606515e-05
print,3.8339997255519585e-05
scoring,3.8335225204573514e-05
sensibility,3.832155295058292e-05
squeezed,3.8315747820281124e-05
fahrenheit,3.830704963826259e-05
redeems,3.830072393047645e-05
emerge,3.82987790165345e-05
derivativeness,3.828730774872373e-05
praise,3.828699553009378e-05
witnessed,3.825267232082563e-05
obviously,3.8238379996152446e-05
reminiscent,3.822167417189431e-05
fascinates,3.8191422442861624e-05
coolness,3.817127336653248e-05
squareness,3.815880679679847e-05
content,3.8127755506145325e-05
youthful,3.8124304456505826e-05
presentation,3.8105987702384306e-05
dealing,3.809782934418913e-05
personified,3.8091517841475116e-05
dreaded,3.80852940129443e-05
wang,3.808020160458607e-05
undo,3.807550467753727e-05
optimistic,3.807330080421721e-05
tartly,3.806247342933009e-05
morally,3.8059023792739754e-05
generates,3.8041168109071304e-05
lackadaisical,3.801423528857601e-05
gooeyness,3.8001318916354016e-05
compatible,3.797451495238773e-05
mall,3.7964434089123314e-05
son,3.7960332411300494e-05
lodging,3.79445710507269e-05
temperamental,3.793488705349642e-05
devastated,3.792850453447908e-05
edited,3.791603183647592e-05
muting,3.7914492068514356e-05
mel,3.791401112709882e-05
ennui,3.791353836580709e-05
author,3.79114440355868e-05
willis,3.7888791617077384e-05
elbowed,3.788039868729015e-05
excels,3.7874460962069144e-05
undemanding,3.7858909610150035e-05
seemingly,3.785114896733679e-05
murderer,3.781726951228152e-05
plucking,3.7816978110794166e-05
pablum,3.7814827977588415e-05
enjoying,3.780765032345408e-05
horrid,3.780565726895454e-05
dramas,3.780172840638556e-05
suggests,3.7796494641878186e-05
burning,3.7786312030865014e-05
translation,3.778087127455549e-05
hiding,3.7778082171019944e-05
curse,3.7764184980938925e-05
sameness,3.7744734866436044e-05
pony,3.774427241889617e-05
buttons,3.7680603938631295e-05
conflicts,3.7671024829593275e-05
towards,3.765857869879588e-05
yawning,3.764825955564127e-05
lunatic,3.764281011819419e-05
climate,3.764250714955231e-05
metaphor,3.762942588477219e-05
repressed,3.7626853291881017e-05
edition,3.761581641334801e-05
beaten,3.759721875187034e-05
derrida,3.758963762605937e-05
vivacious,3.758941347515908e-05
giggly,3.7550944371582566e-05
evade,3.75437937780879e-05
wimps,3.7504186097314125e-05
scenic,3.7500533489087125e-05
insightfully,3.749829641149526e-05
speculation,3.7485829740725385e-05
screenwriting,3.747376428967133e-05
fancy,3.745895904343029e-05
assaultive,3.7443316306132186e-05
outside,3.744265416116728e-05
needless,3.7423927202919326e-05
bronx,3.741582039390356e-05
gift,3.7413229898445966e-05
scrutiny,3.74060508191211e-05
blues,3.739148075358833e-05
woo,3.737568055815211e-05
sleek,3.735866838990851e-05
mergers,3.7350990314092036e-05
exploitive,3.7331327451220767e-05
unexplained,3.732945733631387e-05
sentimentalized,3.7327343216420586e-05
wedgie,3.732391159375555e-05
inexpressible,3.730671990945761e-05
misbegotten,3.729049156102274e-05
enchanting,3.727343865038512e-05
informative,3.7259268748507196e-05
stuart,3.725047099673594e-05
beings,3.7235471918722536e-05
idiotically,3.723407643111815e-05
spend,3.722822799845991e-05
cussing,3.722420193494689e-05
powerfully,3.722050383006644e-05
welsh,3.721453911583415e-05
nonjudgmental,3.7203637362464716e-05
send,3.720032628503462e-05
cancer,3.7190419216277226e-05
jay,3.7182459714333296e-05
violently,3.71744536760476e-05
shout,3.7166136078987464e-05
bruised,3.7160557501838344e-05
negate,3.7158128076324874e-05
immediate,3.714922878357518e-05
dripping,3.713792054273795e-05
minimalist,3.7112384623834646e-05
student,3.711010492581081e-05
indecent,3.708399704539079e-05
shattering,3.706422480153649e-05
determined,3.705653733060579e-05
stab,3.705583126262844e-05
pinochet,3.7052629546852254e-05
conclusions,3.704935353609677e-05
wondrous,3.702611942553979e-05
begging,3.701449737433543e-05
odoriferous,3.699603056131952e-05
eroti,3.698917597142721e-05
faltering,3.698633607807071e-05
aching,3.697566039252546e-05
moves,3.6968658095091506e-05
significant,3.694968204862477e-05
idemoto,3.694572383807645e-05
repeated,3.6939563086878936e-05
driven,3.6925815054492556e-05
finish,3.6925226048196264e-05
insanely,3.6920743843330896e-05
diminishing,3.691958878453854e-05
planet,3.69082527864458e-05
rambles,3.690532338413029e-05
skeeved,3.690404039452731e-05
pretend,3.686625156167189e-05
argue,3.685222198948062e-05
ok,3.684263825765117e-05
autopsy,3.682813202345263e-05
stroke,3.681027034228815e-05
chosen,3.680139687359483e-05
pessimism,3.679724448598016e-05
aggressively,3.6795716291222946e-05
doc,3.6770254555567965e-05
phone,3.675207530531869e-05
kong,3.672913355301007e-05
genres,3.671524062993375e-05
auschwitz,3.6712022595819133e-05
distances,3.671178731286036e-05
bloodshed,3.6704524680105514e-05
profanities,3.670265859899044e-05
rollicking,3.669332461268588e-05
controversial,3.6673878042901807e-05
gratuitous,3.66423104621869e-05
conventions,3.663836231708838e-05
executed,3.662777989673353e-05
faster,3.661847501586746e-05
overcomes,3.6615435798254025e-05
ills,3.660177357439185e-05
susan,3.660094407871696e-05
hypermasculine,3.6578334985233e-05
unstable,3.656811848214382e-05
seductive,3.6555163842503026e-05
post,3.654067417378207e-05
popping,3.6529369007591995e-05
settle,3.6525736069055025e-05
scrape,3.652459693347616e-05
dreamlike,3.6521539836296946e-05
mug,3.6518442554007036e-05
hybrid,3.650782649365246e-05
unabashedly,3.6498840957564594e-05
ruminations,3.6480721868350485e-05
patronizing,3.647610048542336e-05
swooning,3.645390395310573e-05
surely,3.644259976575437e-05
cell,3.6424537116957975e-05
participants,3.6412331876894716e-05
preemptive,3.640819324263636e-05
screening,3.6389127702794804e-05
warned,3.638545704229317e-05
amuse,3.638431548137457e-05
jerk,3.637860547416652e-05
strenuous,3.6360297324949916e-05
sentimentalizing,3.633217775964005e-05
cheering,3.629952793828767e-05
condescension,3.6281002331711146e-05
soar,3.627893811117993e-05
unevenly,3.624844167809727e-05
fees,3.6244217542809844e-05
encounter,3.62411859618715e-05
boasting,3.62389531738893e-05
knew,3.622432612719796e-05
scrutinize,3.62189552992783e-05
unstinting,3.6189906468839554e-05
program,3.6147909751074405e-05
excited,3.6138840674632106e-05
razzie,3.612307963280668e-05
unromantic,3.6122171521719934e-05
professional,3.61213861438443e-05
historically,3.612036288600096e-05
national,3.6115503283253474e-05
released,3.6114233317711465e-05
sanity,3.611244188141981e-05
hash,3.6094195455726945e-05
motivated,3.609208240254578e-05
generous,3.6070395210297985e-05
hopkins,3.6068081095743755e-05
pitch,3.6053777702882564e-05
unable,3.605016835096305e-05
bawdy,3.6047465001651736e-05
concerned,3.6038004807870515e-05
directions,3.6030931872390016e-05
encomia,3.6019631991287186e-05
crawlies,3.599932840192982e-05
sprawling,3.5991885828660595e-05
redolent,3.5967564289080316e-05
masterpeice,3.595906385421281e-05
legendary,3.595206894800521e-05
secondary,3.5947875744656256e-05
harmed,3.5946822117570246e-05
stench,3.593917891484445e-05
wonders,3.5931698819368026e-05
market,3.5923554751215886e-05
sweetheart,3.592193837829443e-05
mid,3.591974422882673e-05
diversion,3.5919689787130524e-05
arrive,3.5907110163011234e-05
reeking,3.590431055799322e-05
enervating,3.58914754867329e-05
basis,3.5881497874963856e-05
quicksand,3.5879640061766914e-05
effortlessly,3.5863770406038286e-05
knee,3.5855833693017285e-05
prepackaged,3.584753099192824e-05
combined,3.583455062396493e-05
shifting,3.581669102883767e-05
produced,3.5807983067002603e-05
convolutions,3.580399872803279e-05
consciously,3.5786032224380546e-05
laudable,3.578388090534448e-05
apparently,3.577291792405837e-05
unimaginatively,3.575709471683954e-05
gloom,3.574237967252103e-05
nine,3.573668678459315e-05
rubbish,3.5698027081937065e-05
cutoffs,3.569025884129072e-05
histrionics,3.567289306124539e-05
perversity,3.564442250791413e-05
discord,3.5636232878788494e-05
deafening,3.5622733366067633e-05
beware,3.559147827257477e-05
confront,3.558918276237479e-05
savagely,3.5583998411391676e-05
explore,3.5582898508180916e-05
makers,3.556613070125164e-05
semi,3.5542539913106525e-05
showcases,3.553286315847531e-05
abject,3.552237974778713e-05
shum,3.551232120527877e-05
benefit,3.549709131932178e-05
scratching,3.5491196798964884e-05
looked,3.547999095070248e-05
condition,3.5471523718206226e-05
vampire,3.547069213904524e-05
ugh,3.54506883606978e-05
immediately,3.5439052411105035e-05
goods,3.543177130558097e-05
darkest,3.542699990007472e-05
gabbiest,3.541312498096661e-05
glued,3.541089681004599e-05
veers,3.541008781247478e-05
funeral,3.539687040337235e-05
abysmally,3.539536714108794e-05
terrorism,3.5388376388669e-05
ferrera,3.538121374458054e-05
besotted,3.536867908540294e-05
retooling,3.536252668872613e-05
imitations,3.535023821200264e-05
sorcery,3.5346967941966023e-05
turmoil,3.5345149012284995e-05
hint,3.5332976697844875e-05
harm,3.532726297190262e-05
disgracefully,3.532372120657332e-05
melange,3.532030468314558e-05
lovers,3.530419344715898e-05
organic,3.528951520345624e-05
therapy,3.528789403392421e-05
quieter,3.527692687999362e-05
hindered,3.527109690909354e-05
inexcusable,3.526707870953399e-05
keen,3.525015262781474e-05
helped,3.52462531260546e-05
blooded,3.523865255808968e-05
imperious,3.522828206899185e-05
aground,3.522692189866818e-05
acidity,3.5204582037955095e-05
pow,3.5203814784861096e-05
admit,3.519714464989276e-05
maddening,3.518895429710989e-05
illiterate,3.518077794078742e-05
theatrical,3.518012235783944e-05
embarrassingly,3.517658891357163e-05
focused,3.5170368304790105e-05
goers,3.516094160264127e-05
punching,3.515531685915963e-05
offended,3.514353741277368e-05
portrays,3.513807861671809e-05
mourns,3.513756929626992e-05
devastatingly,3.513295341842781e-05
understated,3.511640023701721e-05
caught,3.511635752690317e-05
paste,3.5093181495791673e-05
defensive,3.507442377837544e-05
masterpieces,3.507298315855185e-05
garde,3.50656947799297e-05
snobbery,3.5062054249877815e-05
heedless,3.5041702088897205e-05
romances,3.501612311372074e-05
edges,3.500886193501359e-05
philosophy,3.50069614652917e-05
argues,3.5006935022799173e-05
facile,3.500413206487282e-05
dough,3.4993951017863894e-05
immersed,3.498487541106528e-05
inherently,3.497228703387714e-05
flakiness,3.49716979435833e-05
tendency,3.496843428953006e-05
suspect,3.4964090470467604e-05
radar,3.4957861221546454e-05
cronenberg,3.495770445823061e-05
dullingly,3.495221943775738e-05
fizzle,3.49298119923328e-05
kills,3.4912446217070327e-05
