feature,importance
ridiculous,0.0005749141573696815
wasted,0.0005722459581459457
such,0.0005717369464610749
big,0.0005711184368220406
masterpiece,0.0005708894202898027
get,0.000569045995197623
far,0.0005656709016419318
material,0.0005636188472548625
terrible,0.0005623968071857826
another,0.000559656420513
light,0.0005588167961605729
lost,0.000558680417151655
entertainment,0.0005572723075439844
refreshing,0.0005570149355039556
romantic,0.0005546840906152639
witty,0.0005522262603852836
kind,0.0005520118764530801
people,0.0005503495863041617
complex,0.0005499698182004096
often,0.0005486954790305064
visual,0.0005464757607252193
ultimately,0.0005454174101248946
obnoxious,0.0005445111159004686
money,0.0005417700930238081
top,0.0005417328733714682
many,0.000539034855979218
our,0.00053756730691116
creative,0.0005365275535796178
forgettable,0.0005358973139692108
before,0.0005350780081848308
warm,0.0005348322224375328
may,0.0005307235793807252
both,0.0005288053993061875
cinema,0.000527533397115326
audience,0.0005265646844260847
two,0.0005231812188561492
horrible,0.0005227505558513032
when,0.0005210194325574884
actors,0.0005204334995503737
difficult,0.0005200755357382273
pleasant,0.0005177293727573945
choppy,0.0005176816238898595
being,0.0005172468407233918
run,0.0005164232313523147
worthwhile,0.0005151506358435671
intelligence,0.0005139208929114418
wo,0.0005131339991411414
dead,0.0005115345325106907
them,0.0005102830073088963
we,0.0005088720898031676
screen,0.0005076561802747124
away,0.0005051656889322625
genuine,0.0005045200751513252
loud,0.0004991292284144193
drama,0.0004975701514254612
above,0.0004975562733123128
exercise,0.0004962955643581044
fans,0.0004941445793532013
impossible,0.0004933299080735271
absurd,0.0004926295481397075
decent,0.0004920522448656551
sad,0.0004919054827537314
watch,0.0004918115234371574
frustrating,0.0004909193819892905
treat,0.0004908807873157532
part,0.0004896518094045166
colorful,0.00048799431338006507
delight,0.00048563086567316664
need,0.000485475796843216
inspiring,0.0004841306094630595
end,0.0004832071298111248
style,0.0004808376959864108
success,0.0004803026991534244
problems,0.000478858141077623
crude,0.00047653720609521573
memorable,0.00047597545756853933
care,0.00047565610464219717
almost,0.0004752955338715868
ever,0.00047449525730367036
sick,0.0004728526874979069
forgotten,0.00047186812255496885
skip,0.00047180096292219486
artificial,0.0004714359304737755
thing,0.00047004366618353684
flaws,0.0004695965840163486
successful,0.00046715004796010106
heartfelt,0.0004664325950563661
irritating,0.0004663060390588597
incoherent,0.00046601300934011444
had,0.00046459253957625466
pleasing,0.0004626439659020491
hardly,0.0004614892220980646
how,0.00045896585545649544
idea,0.0004584917184470747
sloppy,0.0004572242625597797
refreshingly,0.00045684037196042044
ride,0.0004558977756903419
winning,0.00045466650681734585
also,0.00045376662483067497
attempt,0.000452655788680551
believable,0.00045205626254720235
title,0.0004518025898523065
wit,0.0004512090495437172
thought,0.0004504531462248647
trash,0.0004495778160643509
why,0.0004494111516473054
unimaginative,0.00044926674375936863
charmless,0.00044755458816526835
wonderfully,0.0004469969716628459
cool,0.0004460814773140014
high,0.0004453771081026074
years,0.0004451351370693943
special,0.00044401957490722787
playful,0.0004433521368289568
painfully,0.00044241731455529123
hate,0.00044215324977427676
acting,0.00044169107843071605
shame,0.0004405447727553728
ambitious,0.0004399194529424576
takes,0.0004395424166603262
bit,0.00043832243273273424
unconvincing,0.0004375979402353441
unfocused,0.0004363992908764471
looking,0.00043627796813795343
watching,0.00043355897449049124
unlikable,0.00043315514446403645
extraordinary,0.00043298133046014415
oscar,0.00042964141193731637
offers,0.0004293578806002041
shapeless,0.00042550029322273986
preachy,0.00042456731492920776
greatest,0.00042423378017390024
few,0.00042421453847532386
music,0.00042311904751989927
dazzling,0.00042239673001660306
provocative,0.000421535652881183
welcome,0.00041999909016735975
convincing,0.0004196802989791078
bottom,0.0004188414582097839
dramatic,0.0004175566358504988
soulless,0.00041516407353167525
surprisingly,0.0004150783738543152
ludicrous,0.0004141333965420575
things,0.0004129191888036705
odd,0.00041251903560812243
hell,0.00041037529995589247
those,0.0004093806690720749
give,0.0004090198299088945
american,0.0004087931907157044
dry,0.0004085045023918305
stunning,0.0004083871563156138
young,0.0004060154436291748
lot,0.00040590113515017254
nearly,0.0004052004392487193
cliche,0.00040331978860218883
screenplay,0.00040121757241140575
lovely,0.00040119298314141916
picture,0.0004010363309713479
actually,0.00040003195368979144
horror,0.00040000495830638604
here,0.0003991394073045107
awkward,0.0003987401166981991
point,0.00039831714221153376
year,0.00039805465552945126
vapid,0.00039734467873617295
talented,0.00039681528002934597
least,0.0003966676434945797
striking,0.000396538464207815
going,0.0003964698103581089
emotional,0.0003958339766090073
ll,0.0003949241281083461
character,0.0003947407084140201
pathetic,0.00039415633622371917
find,0.00039384114370172774
funniest,0.0003929219611496493
reason,0.00039267711444748406
uninspired,0.00039235931587720325
formulaic,0.00039097833920267885
master,0.000389432373840809
chilling,0.000389409602970605
amazing,0.00038794230629514583
watchable,0.0003873100501079037
cliched,0.0003870933283357203
endearing,0.00038430733171599036
war,0.000384294629333762
classic,0.0003841800769304924
remarkably,0.00038364592720969726
french,0.0003832174863271423
sharp,0.0003813076842373955
embarrassment,0.0003803725016399634
goes,0.00037831927259999727
spielberg,0.00037788151241755717
imagination,0.0003774095599864352
take,0.0003765947119997284
delivers,0.0003762588615800449
full,0.00037600005748303274
seen,0.00037427964654925883
worthy,0.0003739745030179863
exploitation,0.00037392953500539324
theater,0.0003726725552540942
experience,0.00037183849884403865
man,0.000371743011271648
eyes,0.0003697849529421153
disappointing,0.00036930263172860796
piece,0.00036917645646419465
laugh,0.00036913561163814636
head,0.0003691138872570307
want,0.0003690002505502963
gags,0.0003670988482071794
come,0.0003669648761967522
loses,0.0003664104891643146
modern,0.0003655756455004397
interest,0.00036493749447686524
stylish,0.0003645960655093811
comes,0.0003644880512330319
gives,0.00036355366421631045
junk,0.0003633309497724347
kids,0.0003630455672847835
turn,0.0003626742982722262
cheesy,0.00036129465132902355
these,0.00036117165317568387
quite,0.0003609334069825885
because,0.0003591658870725226
certainly,0.00035851392733413453
gross,0.00035786559869199086
women,0.000357529648145822
always,0.0003566743855642374
inane,0.00035591907278442113
elegant,0.00035571971092184017
happy,0.000355068277246902
meandering,0.0003550274492503229
simply,0.00035477697244711465
leave,0.0003539166147107725
opera,0.00035383636754100295
making,0.0003536736823024335
dark,0.00035277199698619536
enjoyed,0.00035136394149131345
art,0.0003507975340006035
back,0.0003504347860479561
deserves,0.00034861221705303775
cinematic,0.00034842996364512185
reality,0.00034825306175735544
tries,0.0003467520065388977
after,0.0003455767039493704
gem,0.00034530553482538983
vivid,0.00034396127538914177
derivative,0.0003433012387771683
familiar,0.00034224459915702565
weird,0.0003417460788736689
nonsense,0.00034173313312288206
joke,0.0003409518908597088
around,0.00034074069832555024
cute,0.0003405679391858075
false,0.00034043031653498357
melodrama,0.00034022936277793605
think,0.00033963806123975184
easy,0.0003371425108618294
once,0.0003360375055713697
vulgar,0.0003354470198159549
confusing,0.00033504497133565584
mesmerizing,0.0003348051774607024
completely,0.0003340392977238226
go,0.0003335304667660172
overwrought,0.0003312465779964918
dullest,0.00033118048935910146
soggy,0.00033108584963718727
sluggish,0.0003310165731478532
lazy,0.0003304404408140274
clumsy,0.0003291938272174776
sometimes,0.0003288343540249005
holes,0.0003287037650831521
imaginative,0.0003285038731247205
creepy,0.0003283133030600049
grace,0.0003278570977515657
romance,0.0003275938374557996
deeply,0.0003274882891812846
bored,0.0003266241081189251
different,0.0003262331140479357
routine,0.0003258246415584087
done,0.0003249541743805576
toilet,0.00032408909142000466
dim,0.0003221176555773491
triumph,0.0003215929876092466
heartwarming,0.0003208448430503356
school,0.0003208057558064761
epic,0.00032054912776784654
must,0.00031977573781482384
plodding,0.00031976415191125804
virtually,0.0003193623422765673
charmer,0.00031894389402879243
nicely,0.0003187236547530357
foul,0.0003169815545730087
feature,0.00031575495235551076
tragic,0.00031575336861153734
manages,0.00031574631250977576
realistic,0.00031567742152034293
sappy,0.00031528363299412567
recommend,0.0003151253970216935
hour,0.00031503988257117405
sequel,0.0003143746695313508
passion,0.00031424548402764224
disposable,0.00031408263082063545
sexy,0.00031407661266336
liked,0.0003132748542995445
fake,0.000313229271245305
unoriginal,0.0003127700110163705
tragedy,0.0003126474955350641
edge,0.00031230594069993735
writing,0.0003121416687790892
cruel,0.00031132581641301504
tone,0.0003111611619800239
premise,0.0003106878710775654
scenes,0.00030965688022854614
summer,0.00030882502796731096
imax,0.0003082771436520975
overlong,0.0003066467852125897
hack,0.00030544060297348286
while,0.00030521610391951446
typical,0.00030518668360850416
absurdity,0.00030491585424715273
yet,0.0003040813988043192
direction,0.00030312928317273983
captures,0.00030306218665033055
home,0.00030243392348842506
rip,0.00030237809869031646
absurdities,0.0003018300527087524
violent,0.0003014907273563658
where,0.00030124728169246545
considerable,0.00030095350316025073
magic,0.00030079948260721296
then,0.0003002928994009145
under,0.0003001837089947711
masterful,0.0002998570987156788
try,0.00029975919890104144
gets,0.00029956886111194006
sit,0.000298063087140056
him,0.00029729889650995084
hastily,0.0002971928488605465
my,0.00029693525739207967
unexpected,0.00029688349987235614
useless,0.0002966242341460669
subject,0.00029585239885237695
rewarding,0.00029544838203028156
bring,0.0002943669229176287
tender,0.00029426371078357106
everyone,0.0002933380509953534
again,0.00029309100089974695
past,0.0002928944542581239
hours,0.00029223733415195604
unsettling,0.00029113547955675757
pretty,0.0002906917485510407
banal,0.0002904571890796872
ending,0.00028947074298899396
else,0.00028896938340376157
preposterous,0.000288893285867166
trouble,0.0002887975407149132
overly,0.0002885842175198329
delicate,0.0002884393016509274
bitter,0.00028788935973963304
woman,0.00028773307791607136
smug,0.00028740814767874793
loss,0.0002870664591346397
blandness,0.00028663067798219064
product,0.00028613382416194105
positive,0.000285833223466484
role,0.0002857839725340776
uncomfortable,0.0002853861455184548
sitcom,0.00028535257454250315
nonsensical,0.00028500956269937404
together,0.00028485820948259206
probably,0.0002844730921013694
exquisite,0.00028361098020434505
disappointment,0.00028288934328656186
delightfully,0.0002828845987047163
gone,0.0002827738897964717
hit,0.00028187264759701574
lackluster,0.00028158843160648345
nowhere,0.0002804925210163912
sour,0.00028038355230740146
flick,0.0002796207651320538
resist,0.0002789067917141174
sordid,0.00027890093507348517
despite,0.00027888627665482687
distasteful,0.0002785675930412867
flawed,0.00027676461983896486
surprises,0.00027655251982821786
scary,0.00027642256142587824
clumsily,0.00027606507163231616
strange,0.00027513015619293755
storytelling,0.0002751247876609468
formula,0.00027482144967763954
superior,0.00027480520215014567
pacing,0.00027456562224623923
intense,0.00027385618866234817
juvenile,0.00027335196327065147
misery,0.0002732665476715017
though,0.0002732034264541211
crafted,0.00027273636405212795
crap,0.0002726174971011668
suspense,0.00027192110055846303
verbal,0.0002718414450183812
crowd,0.0002713606578017866
last,0.0002712069708420526
succeeds,0.0002710571243259625
appeal,0.00027073560626228314
exciting,0.00027016428080125663
missed,0.0002700110582436294
whole,0.00026999071976327807
bluster,0.00026942783571274064
small,0.00026911930697234144
funnier,0.0002685365328949981
needs,0.00026851271993127957
set,0.0002685028605296541
excruciating,0.00026848745289285845
inconsequential,0.00026830824700817317
excuse,0.000267286689924388
frustration,0.00026666331146822506
evil,0.00026665097227148316
mind,0.0002665330559794898
energetic,0.0002664414072404543
times,0.00026625436681595625
missing,0.0002659320926019743
stilted,0.00026580999279513195
laughter,0.0002652499969037402
wise,0.00026494197608329924
trite,0.0002644715384553158
slack,0.00026410857122260534
seeing,0.0002640378499217324
class,0.00026400816773042876
mistake,0.0002639908936953583
pale,0.0002632629788255904
three,0.0002631660994550254
black,0.00026279905424297456
lifeless,0.0002627485272241138
ve,0.0002625353678709841
intimate,0.00026229001006617796
pity,0.00026208473846347824
study,0.0002619880004839937
face,0.000261937748457999
feeling,0.0002618975063629338
narrative,0.000261732079730878
nightmare,0.00026138061629477896
immature,0.0002611854208194855
dog,0.0002603576021617891
meditation,0.00025990915738137443
know,0.000259859789970078
car,0.0002597144132727077
nasty,0.00025926549331533965
cultural,0.0002592457779168035
level,0.00025915935181535155
matter,0.0002590513538256298
between,0.0002583092958239258
stories,0.0002567344687231979
project,0.00025581604525374034
humorless,0.00025458162341167437
thrown,0.0002545709038562595
important,0.00025453183320185853
especially,0.0002539977283978944
spectacle,0.00025270660571167196
genre,0.00025258018142495386
minute,0.00025217939471350233
easily,0.00025150196862428273
hero,0.0002514076624367053
serious,0.0002508568390376176
sets,0.00024916321506676713
put,0.00024897749359159614
feces,0.0002489132894964401
say,0.00024814364988541766
sensitive,0.0002475030740754176
next,0.0002473285760276701
sleep,0.00024725519649730805
having,0.0002470247685628982
incoherence,0.00024691476553161514
clueless,0.0002466857079886366
absorbing,0.00024644430368065697
stock,0.00024600154309943443
garbage,0.0002454426541547216
exhilarating,0.00024471899943539615
misfire,0.00024469371975174717
corny,0.00024438086433515633
respect,0.00024411092776574343
moment,0.00024380759751938528
bold,0.00024348952669787626
clarity,0.00024344847485718334
everything,0.00024315079155965224
originality,0.00024256222115532313
problematic,0.00024238854209345892
editing,0.00024179293195909825
redundant,0.000241678349968816
murder,0.0002416019023057538
joy,0.00024143174399516556
witless,0.00024126604299956603
denial,0.0002406797036104435
personal,0.000240376555211854
road,0.00024014245196215118
fantastic,0.00023941078927233118
she,0.00023925147670506497
written,0.00023875084643776325
grand,0.000238410934577304
ends,0.0002383779128520969
inside,0.00023790500697742085
tribute,0.0002376065636826125
fatal,0.0002368245929987906
fairly,0.00023667065673846493
fact,0.00023652441484111797
particularly,0.00023619954162446563
logic,0.0002361538837099103
plotting,0.00023565043765234718
forget,0.00023546757063798774
age,0.0002353412415220696
forced,0.00023478622457057132
audiences,0.00023469689562903795
leaden,0.00023401149511676633
weight,0.00023400373944779536
riveting,0.00023389782969054983
promise,0.00023358846735998363
sincere,0.00023356968398103537
day,0.00023317927946473933
plain,0.00023291261830640512
knows,0.0002327066712656831
accomplished,0.0002326468370356039
labored,0.0002324181018358859
crisp,0.00023223669197436084
dream,0.0002306257037649093
insulting,0.00023045247770459932
poetic,0.0002303298568657569
dreams,0.00023020066047063775
fool,0.00023007044138754213
aimless,0.00022954291179202177
letdown,0.00022928824229492175
utterly,0.000229064182105628
evocative,0.0002289546033729962
deep,0.00022871296985746406
someone,0.00022786941063696316
unfortunately,0.0002277502121244287
limitations,0.00022722904826304017
hideously,0.0002272168024213679
likable,0.00022719460434287946
smile,0.00022717441221967478
culture,0.0002266399097493276
recycled,0.00022571713061429535
pure,0.0002252752039385423
shooting,0.00022526878842787543
minor,0.00022526470014524392
sentimentality,0.00022495518003641472
splendid,0.00022468964065532388
surprise,0.00022456134529843177
marvelous,0.0002244618591530122
unbelievable,0.00022406272306440647
gifted,0.00022394124327919767
worthless,0.00022355442916275142
either,0.00022232814003449923
winner,0.00022157644784117112
retread,0.00022147517378450965
exaggerated,0.00022101578114471597
pain,0.00022088481220628378
deadly,0.00022069832626652104
disappointments,0.00022067408986245498
key,0.00021941232002741618
play,0.0002191679790645878
magnificent,0.00021905959749898775
gay,0.00021868094461571398
terribly,0.00021843679185173918
message,0.00021835952968025864
numbing,0.00021805317350753278
subtle,0.00021775836826615094
book,0.00021765955408192928
loathsome,0.00021759256445248897
murky,0.00021738353479321324
disgusting,0.00021709678725847625
fashioned,0.00021683892457591413
miss,0.00021648471466942043
looks,0.00021633364489448317
chance,0.00021622493632462238
loneliness,0.00021621972591815572
vision,0.00021576479025587735
budget,0.0002157398751053488
filmmaker,0.00021563388625606662
buoyant,0.00021515508174564074
pretends,0.0002139577644405352
images,0.00021366537743448493
teen,0.0002135240659367648
propaganda,0.00021350926686837643
discovery,0.00021349520896608428
anyone,0.00021335359186813784
rude,0.00021333934184776578
malaise,0.00021326172639663194
debut,0.00021321089065969018
crime,0.00021319810834275602
essentially,0.00021311992674244041
relentlessly,0.00021303120001986962
indulgent,0.00021292052577866368
commercial,0.0002126752617187595
show,0.0002125731968806464
earnest,0.0002123974726020535
straight,0.00021201017591001217
against,0.00021198186697498077
admirable,0.00021193101083096628
wooden,0.0002116378108705753
superficiality,0.00021091575594096344
talent,0.000210844405616926
clear,0.00021043442544175847
arbitrary,0.00021027943284190637
version,0.0002102143931867719
intoxicating,0.00021019782871262925
exit,0.0002100220401704782
filmmakers,0.0002098625916367626
demented,0.0002094682482226446
opportunity,0.00020932628865732574
place,0.00020911685057496058
execution,0.0002089484895962776
truly,0.00020853442984421978
squanders,0.00020838633306631156
stuff,0.00020823035229104012
outstanding,0.00020781276953957598
suspenseful,0.0002076466539481523
writer,0.0002075692627510545
vividly,0.00020752454573603078
hole,0.00020741276561825884
cartoonish,0.0002072790312858401
fragmented,0.0002071950385443481
downright,0.0002070994501366048
detailed,0.00020663818984892937
simple,0.00020655614442378832
middle,0.00020649388717700458
quickly,0.0002063430801186103
himself,0.0002063263771903647
attempts,0.0002060841302602722
sight,0.0002059438291794552
exploitative,0.00020538097610804117
pay,0.00020486984419604675
change,0.0002047923066774397
party,0.0002045628666378594
drags,0.00020414121272520962
starts,0.00020396056084506493
room,0.00020353210212307866
appalling,0.00020347344133319272
days,0.00020309863020763198
filmmaking,0.00020296440476635485
unfulfilling,0.00020293913537813212
bogus,0.0002028034949878776
whiny,0.00020238665101270992
bizarre,0.00020200561923557834
abandon,0.00020123262525669584
sophisticated,0.00020105932041646242
average,0.00020098040355002891
tepid,0.00020090014743767728
zero,0.0002006853520105827
children,0.00020022725368650004
contemporary,0.00020001975102768363
pompous,0.00019956538775856857
coma,0.00019945093640279842
phony,0.00019943530052268465
timely,0.00019926946503015907
dreadful,0.00019924248542760773
major,0.0001989961045910772
journey,0.0001988703252405703
superb,0.00019850240736808222
confused,0.00019783682628483486
deserve,0.00019764478789051622
potent,0.00019751005141248947
help,0.00019716262888589523
insipid,0.0001970136919631318
form,0.00019635743481534695
actor,0.00019632198306341562
comedic,0.00019596698596703065
effects,0.00019569990828287884
stiff,0.00019545712479524292
hip,0.0001954240359087734
terrifying,0.0001950493617796957
supposed,0.0001948971983224315
fall,0.000194894882052232
comedies,0.0001948040207335527
assured,0.00019472467578335166
humanity,0.00019454248153249486
whose,0.00019422506958916737
recent,0.0001941822733737706
pictures,0.00019351947430613144
lives,0.00019279489348061318
beyond,0.00019177336123755664
doubt,0.00019167298639454056
breathtaking,0.0001916445444714457
impersonal,0.0001915257059857911
rehash,0.00019139374191297343
ideas,0.00019132856369400656
paper,0.00019123634988784709
rock,0.00019120670631079297
coming,0.00019101765828865322
authentic,0.00019098731933228175
late,0.00019076045195750294
effort,0.00019069716404953153
otherwise,0.00019058496011758547
along,0.00019056303671801772
spiritual,0.00019029712359304964
delicious,0.00018985893934266317
excitement,0.00018969003468850373
insult,0.00018961960706879392
boy,0.0001896061833839489
snore,0.0001894774827419671
delights,0.00018928952411145347
job,0.0001892707863170734
torture,0.00018910371848872485
given,0.00018869073727644867
achievement,0.00018799947684287828
believe,0.00018787351595765686
friend,0.0001876748929765279
sadly,0.00018727941077520196
expectations,0.00018685221230928703
motion,0.00018683441842660205
likely,0.00018681145031512077
dimensional,0.00018644944944532695
line,0.00018633067690352072
hope,0.00018622059977288518
mixed,0.00018614016727723037
quality,0.0001859485099890728
visually,0.00018592453295774742
cloying,0.000185756412350449
endless,0.00018571875714773256
shoot,0.00018542925641584583
vanity,0.0001852494200176497
uninteresting,0.00018516034505138687
slap,0.00018502066725913945
hand,0.00018488818832981
genuinely,0.00018485259108854343
tripe,0.0001847481818676243
universal,0.0001844073278154688
astonishing,0.00018437437452211995
lie,0.00018435901755265487
proves,0.00018419815361377128
devastating,0.00018398802498446472
uses,0.00018374989469354213
sentimental,0.00018366972347993085
cartoon,0.00018356204318984573
thanks,0.00018347607302412073
turns,0.00018341550291377348
further,0.0001831412338366201
disjointed,0.00018222371832846636
muddled,0.00018216671298989465
joyous,0.00018200690511870532
second,0.00018148366953944065
sex,0.0001812269969954429
vague,0.0001811856268695313
brain,0.00018095132516061176
miserable,0.00018060033177488317
aspects,0.0001804895134107309
enthralling,0.00018039802596251243
loved,0.00017989537784117112
incompetent,0.00017977637577911194
series,0.00017973694122849272
become,0.00017970748207233754
