params_str,mean_test_accuracy,std_test_accuracy,mean_train_accuracy,std_train_accuracy,mean_test_mcc,std_test_mcc,mean_fit_time,mean_score_time
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'english'}",0.8180819895549436,0.002861973719587073,0.8604656333915041,0.0002582703253885076,0.6371118112356841,0.00544208613476651,9.101691246032715,3.447514057159424
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'english'}",0.8180819895549436,0.002861973719587073,0.8604656333915041,0.0002582703253885076,0.6371118112356841,0.00544208613476651,9.431683937708536,4.549567063649495
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'None'}",0.7614813251701795,0.004857231970912538,0.783144498053728,0.0029774560470306748,0.5145238820034895,0.01047782986093009,5.174404700597127,1.6052052974700928
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'None'}",0.7589126474351514,0.006104020971640999,0.7791652158727019,0.0034296741953036055,0.5090334980086023,0.013049915993751075,1.982810417811076,0.673853874206543
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'None'}",0.755794522686629,0.004475206369910493,0.7781481412219553,0.0019108751868674393,0.5028543263542565,0.009813149020837268,5.040171941121419,2.240295728047689
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 100, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'None'}",0.7544285135889804,0.004981953988685774,0.774695967868359,0.0024756034963780704,0.4998368277527734,0.010846148244503407,3.9248793919881186,0.6844901243845621
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'None'}",0.7487861645846232,0.0014807869100221891,0.7757131230429866,0.004422278128214081,0.4878996244534053,0.003171104520748932,3.4322203000386557,0.8325557708740234
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'None'}",0.7452523388574607,0.0013374390423802824,0.7724391268810491,0.004000601089786686,0.48043079089654533,0.00280985280363282,1.686279058456421,1.3084444204966228
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 100, 'vectorizer': 'TfidfVectorizer', 'vectorizer__max_df': 0.5, 'vectorizer__min_df': 5, 'vectorizer__stop_words': 'None'}",0.7452226511743868,0.0013483270859412366,0.7717932269760027,0.0031399703229952605,0.4804684793585821,0.0029165693911693915,9.298039515813192,3.2071351210276284
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 150, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'None'}",0.7435300279577866,0.002991926428893212,0.7573831691497701,0.0017618670012704658,0.47670407658279434,0.00644777872331933,1.4611705144246419,1.1419605414072673
"{'classifier': 'RandomForestClassifier', 'classifier__max_depth': 20, 'classifier__min_samples_leaf': 3, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 150, 'vectorizer': 'CountVectorizer', 'vectorizer__stop_words': 'None'}",0.7435300279577866,0.002991926428893212,0.7573831691497701,0.0017618670012704658,0.47670407658279434,0.00644777872331933,1.4043476581573486,0.6260912418365479
